age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,coffee_per_day,breaks_per_day,night_usage,distraction_score,addiction_level,productivity_score
34,2.95,1.49,7.9,6.08687756,121.8148167,100,0,5,0,1.825,Low,94.48341077
25,5.15,3.08,3.52,4.259665958,258.7419458,100,4,4,0,6.679,Medium,16.48668006
31,2.97,1.71,,6.993991722,75.54456091,100,0,3,0,,Low,55.20042486
22,3.77,2.3,0.4,5.144790648,239.5870547,90.99,3,1,0,7.045,Medium,13.82663921
18,11.87,4.56,5.23,,2.140571356,,0,8,1,4.846,Medium,42.51648522
20,6.44,3.91,6.81,4.549418704,124.8182087,100,3,5,1,3.557,Medium,48.36852168
22,7.32,3.26,7.54,4.203893602,207.6543303,100,4,6,1,5.878,Medium,58.86204114
34,10.74,4.41,,8.181426144,182.8737456,100,0,7,1,6.956,Medium,94.12107158
17,11.96,4.05,2.26,7.400849441,50.51574008,100,0,3,1,6.022,Medium,20.8110592
30,7.83,5.93,4.6,5.301397736,128.9714319,100,4,3,1,4.715,High,36.79505668
39,10.12,5.63,3.61,4.263990456,153.9862176,91.09,4,2,1,6.517,High,
17,5.27,3.56,4.51,8.460887455,210.3868709,100,2,3,0,5.462,Medium,
39,5.06,3.73,1.26,4.740019132,208.7094766,80.61,4,1,0,6.132,Medium,3.056860969
32,6.03,4.27,6.85,8.388056749,270.4655509,100,1,,1,6.32,Medium,80.806131
28,8.73,5.08,7.28,6.987374598,279.0078442,100,0,5,1,7.581,High,69.4339281
32,8.82,4.7,3.6,6.67151258,32.66751655,100,2,2,1,4.11,Medium,14.93875129
,5.15,2.71,2.24,7.508154301,128.4820485,100,2,1,0,4.223,Medium,49.67908862
36,3.33,2.28,1.13,8.243517556,283.2097577,100,0,1,0,6.146,Medium,30.02531489
17,,4.97,5.47,5.466738696,152.118375,100,3,6,0,,Medium,44.49135344
30,3.28,2.66,2.5,6.150813796,22.03095352,100,1,1,0,1.41,Medium,29.31121524
23,7.78,6.42,,6.162386425,278.4595577,100,0,9,1,7.446,High,38.38794057
18,8.93,3.59,5.37,9.137826318,30.00653062,100,1,6,1,3.254,Medium,74.94099427
15,9.01,3.44,5.17,7.578462636,87.28025302,100,0,6,1,4.494,Medium,74.51652071
18,9.53,6.46,4.48,5.26347438,294.6687042,90.51,2,3,1,9.081,High,3.777145867
15,10.73,5.16,0.37,4.964793541,,88.78,4,3,1,7.434,High,2.992515582
28,7,2.18,7.46,5.242635217,95.9482588,100,4,9,1,3.142,,73.49118093
35,9.3,7.75,5.02,5.443415605,279.8294581,94.61,4,6,1,8.744,High,-5.515503472
30,8.19,3.57,7.95,5.433139604,288.3918657,100,4,7,1,6.95,Medium,53.92073768
34,3.87,3.32,4.3,,133.0785747,,2,2,0,3.405,Medium,43.84163709
38,2.26,1.65,5.68,4.799795643,80.59167674,100,3,7,0,0.746,Low,61.11458859
22,4.85,3.67,0.45,5.483643254,200.0486322,,4,4,0,6.03,Medium,-5.664975185
21,6.43,2.71,5.05,7.834268983,38.80569001,100,2,,1,2.62,Medium,70.03108792
17,8.17,3.6,6.12,5.003277791,13.41149244,100,3,6,1,2.649,Medium,73.68727012
31,10.5,6.43,6.23,4.430248398,206.5746271,88,3,8,1,7.241,High,38.6265105
15,5.94,1.6,6.16,4.706766136,357.3773814,100,4,6,0,3.852,Low,65.47823963
,3.26,1.58,1.81,5.18727057,56.16570826,100,2,,0,1.827,Low,38.40207996
26,11.63,5.73,7.8,8.251437634,103.9228534,100,2,9,1,5.675,High,96.21942109
33,3.08,1.22,7.96,6.763886194,,100,0,5,0,3.572,Low,104.6650448
36,6.78,2.87,0.6,4.084990543,58.33639184,98.46,2,1,1,4.01,Medium,14.28802461
37,7.86,6.08,7.49,5.812924982,191.146105,100,4,5,1,,High,53.47576192
36,7.41,2.97,2.32,4.886286326,41.45404962,100,2,3,1,3.669,Medium,14.73276858
28,2.86,0.91,5.51,7.648043246,34.38935209,100,2,6,0,0.557,Low,71.00386546
20,2.57,1.74,2.7,5.98931813,264.4851532,100,1,2,0,5.735,Low,38.82559487
20,3.05,2.7,7.74,6.771332503,219.9277355,100,2,8,0,3.043,Medium,87.82547309
27,7.86,3.92,0.81,6.02257228,142.1124264,,4,2,1,6.507,,5.083292999
33,7.44,2.76,3.98,4.476187461,224.0132565,100,4,3,1,6.586,Medium,43.68024751
36,4.34,2.79,3.42,8.492551387,87.14479129,100,2,4,0,2.884,Medium,71.89652307
22,8.38,7.07,2.61,7.835018729,188.9586375,94.11,2,2,1,6.967,High,17.00713112
16,10.2,7.86,5.16,8.264072041,82.70189551,98.36,0,7,1,4.912,High,42.484234
35,2.42,1.63,1.05,3.830749943,206.1476721,100,2,3,0,4.895,Low,17.83315897
15,6.98,3.41,5.73,7.629328078,139.0754997,100,0,9,1,4.971,Medium,52.25711612
29,8.89,5.56,7.84,7.030979434,46.24466383,100,1,7,1,2.833,High,80.00522028
15,4.52,1.6,6.44,8.202681925,150.2562339,100,0,5,0,3.508,Low,95.49242798
19,5.08,3.59,6.88,5.148557043,96.41976275,100,3,7,0,2.296,Medium,63.75113417
30,8.14,5.98,2.88,,297.2408052,86.98,1,1,1,8.426,High,-2.302260861
33,10.98,9.65,2.6,4.267172077,267.6052598,61.74,4,1,1,10.31,High,7.297475257
18,10.1,4.61,4.14,6.719515955,286.2208287,100,0,3,1,9.448,Medium,28.62432687
17,7.83,2.44,0.37,5.234942371,165.8673827,98.95,3,1,1,7.044,Medium,2.534667104
31,9.3,5.83,7.56,7.813342492,213.8370598,100,1,8,1,6.662,High,73.19015796
31,5.65,4.09,1.15,7.694746347,159.5749766,100,1,4,0,5.78,Medium,21.70255767
26,8.41,6.51,7.22,5.872082018,74.79119965,100,,7,1,2.939,High,67.81864086
28,6.66,2.77,0.67,7.322506601,84.22062041,96.19,1,3,1,4.689,Medium,23.81395687
35,3.9,1.78,6.58,4.248574973,71.77483348,,4,5,0,1.396,Low,67.43295196
20,9.02,5.48,1.22,7.162445077,162.1102247,81.52,0,1,1,7.504,High,10.21318937
17,7.56,3.77,0.31,6.009099598,127.8578345,89.67,2,4,1,6.207,Medium,17.82199257
23,5.59,4.56,5.76,4.852483501,78.9556501,100,4,6,0,2.627,Medium,35.52415241
19,11.11,6.49,2.24,7.892327714,285.3174408,81.59,2,2,1,10.423,High,13.87135434
38,,1.72,5.72,4.69236557,30.3583787,100,4,7,,0.149,Low,64.4681865
31,5.16,,4.44,6.689446575,174.6830828,100,1,1,0,4.948,Medium,59.06738376
28,2.57,1.96,0.87,8.698199631,37.58821456,100,2,2,0,1.904,Low,44.64968677
35,9.67,4.83,7.46,8.148004622,8.2285278,,1,6,1,3.057,Medium,69.09853669
17,9.02,7.21,3.62,8.097094756,48.75862675,,0,3,1,3.864,High,43.51934911
15,5.31,2.47,5.88,4.955960408,33.03999229,100,4,7,0,1.811,,61.8097513
34,8.76,5.5,4.01,8.011358834,239.1936063,94.29,2,4,1,7.937,High,37.32704731
35,,2.55,4.83,5.868710633,33.98522387,100,3,3,0,2.791,Medium,58.14806473
37,9.56,5.6,2.42,8.463907612,251.0058567,100,1,3,1,,High,7.997595437
15,6.54,3.21,1.6,7.01237361,76.77967245,100,0,4,1,4.21,Medium,35.91896843
17,6.12,2.82,4.34,6.801251023,173.1900016,100,2,1,1,5.198,Medium,50.30829264
32,11.35,9.99,3.52,4.741882985,228.7031125,69.13,4,3,1,9.039,High,-2.760024894
39,4.51,1.79,3.12,,8.769126855,100,1,2,0,1.919,Low,52.8554299
24,3.2,2.47,5.38,7.933191002,78.21163755,100,2,5,0,1.726,Medium,88.73284397
36,7.85,6.99,5.52,8.147041733,266.1299953,96.1,0,6,1,7.189,High,38.04558956
17,11.69,3.65,0.37,4.044059594,139.7510491,86.52,3,2,1,8.534,Medium,5.477972942
22,5.78,4.16,2.71,8.301758939,40.67664191,100,0,3,0,2.757,Medium,35.45306216
28,2.62,1.18,3.29,4.540612458,76.7014073,,2,3,0,1.843,Low,30.69093626
38,5.39,1.75,0.78,6.626282222,74.01353376,100,1,1,0,4.121,Low,48.94269199
32,7.06,3.82,1.89,6.995433112,245.2741109,98.57,0,3,1,7.943,Medium,7.224918737
29,3.62,3.12,0.41,4.189815066,44.5235225,100,3,1,0,2.287,Medium,-5.733304868
36,8.58,2.63,7.97,3.593902506,145.6872619,100,2,5,1,4.699,Medium,73.35690396
37,11.98,7.82,5.89,7.915770281,268.9082317,95.13,1,5,1,9.083,High,29.68173534
16,6.52,3.92,0.7,6.212561392,260.3701163,92.58,3,1,1,7.93,Medium,9.955838618
24,5.55,4.57,0.16,4.629063619,149.36774,94.11,3,4,0,5.607,Medium,-5.488047427
16,6.01,2.11,5.75,7.551252856,163.561794,100,1,7,1,4.62,Medium,74.4414062
31,4.725,2.23,3.51,7.912233625,503.9879332,100,2,2,0,5.462,Medium,52.36676113
22,10.83,7.67,6.29,7.219393351,,100,0,9,1,,High,21.59368798
,6.15,4.31,7.39,4.77865022,19.85178114,100,4,6,1,1.438,Medium,72.71739462
23,5.87,5.08,4.79,3.369396206,68.70696597,100,3,4,0,2.958,High,11.58827822
25,8.6,6.83,1.5,7.598946761,206.6100229,84.18,2,2,1,7.95,High,-3.096074625
36,6.42,2.09,6.26,7.078845982,235.5673769,100,1,5,1,5.852,Medium,73.38388806
30,8.48,4.94,7.65,7.013723224,287.0824105,100,1,8,1,7.425,Medium,68.38915675
,2.61,1.41,4.64,8.039860026,195.6270341,100,2,4,0,3.433,Low,55.55747946
24,10.14,4.93,5.46,6.585454231,129.834551,100,1,7,1,6.392,Medium,27.64482897
37,11.41,6.51,2.7,4.815108923,76.61890866,89.29,2,2,1,6.435,High,5.448756057
17,12.735,4.5,3.05,8.401523521,470.2517885,99.36,1,1,1,7.61,Medium,13.76926152
32,11.55,6.46,5.88,7.128527028,78.64841539,100,1,6,1,5.911,High,49.60754243
39,3.51,3.12,7.42,7.03308591,117.0072393,100,1,7,0,1.689,Medium,80.80646559
38,6.77,2.39,5.03,8.245661532,87.79137896,100,0,7,1,3.876,Medium,99.38724586
27,8.02,6.84,6.32,8.852177513,204.6532598,100,2,9,1,6.214,High,44.35815964
21,11.73,4.6,1.37,6.597974691,605.6816243,92.15,0,2,1,9.239,Medium,1.272820837
39,6.01,,1.7,5.507875374,97.28013852,100,3,1,1,4.455,Medium,-0.320223809
18,5.38,4.29,4.26,9.153715142,160.5786541,100,1,1,0,4.692,Medium,
27,3.27,1.69,1.41,7.621982765,155.08531,100,1,3,0,4.172,Low,44.24166015
34,,3.3,5.08,6.811986291,8.871507471,100,0,9,0,,Medium,70.6320328
,3.63,1.98,2.33,,140.1042206,100,0,4,0,3.876,Low,36.76368762
22,9.34,4.9,6.33,6.522884975,34.60183655,100,2,7,,3.191,Medium,39.61669359
28,4.09,3.5,6.46,8.99929753,28.04801653,100,0,5,0,0.567,Medium,74.92314516
30,2.59,2.07,3.71,6.907614166,236.1191575,100,1,2,0,5.442,Medium,39.62928101
28,7.52,2.75,,8.202751472,81.52877227,100,2,1,1,5.025,Medium,43.39696028
26,11.925,2.9,5.17,8.723913812,571.3873896,100,0,6,1,7.724,Medium,79.51415782
33,10.72,5.97,7.94,7.965755322,117.8557468,100,2,6,1,5.158,High,81.84880473
37,7.77,2.79,4.98,8.694865417,183.978065,100,2,2,1,6.331,Medium,54.09970852
29,5.45,3.66,0.29,8.747881352,79.25664484,100,1,1,0,4.218,Medium,29.8652651
16,10.03,3.87,0.14,5.620482507,232.5905696,87.95,3,1,1,9.993,Medium,-0.22347284
16,,4.54,2.56,5.187045649,200.2610996,88.41,3,3,0,,Medium,12.54502128
37,2.79,0.85,1.57,7.999103039,195.8928291,100,1,2,0,4.644,Low,65.38708903
36,7.66,3.75,6.5,5.700890698,252.5332079,100,2,8,1,6.22,Medium,66.55365334
33,11.08,7.83,6.76,4.871000645,105.0036721,92.88,4,5,1,5.092,High,26.63413386
39,5.96,3.52,2.07,4.363165004,89.48452085,93.72,4,1,0,4.399,Medium,23.93951186
36,4.96,4.4,2.61,5.339564431,77.94860754,98.37,3,2,0,3.557,Medium,5.45366889
36,3.43,2.83,1.89,7.348471341,27.65064191,100,2,1,0,2.048,Medium,32.5462468
31,3.51,1.81,7.27,6.849922551,267.270642,100,0,9,0,4.814,Low,81.63064664
34,6.33,2.07,4.02,4.356173841,137.2421156,100,4,1,1,4.659,Medium,40.25234515
24,7.96,6.43,5.25,8.884973692,189.7129251,100,1,9,1,6.385,,30.39404182
20,2.81,2.38,3.32,5.450875699,277.1749237,100,2,2,0,6.029,Medium,39.21472073
29,11.4,9.03,5.05,7.84935983,130.6269321,87.02,,7,1,6.845,High,22.55129334
36,9.55,3.6,3.09,,270.0254966,100,2,3,1,9.548,Medium,22.88439262
25,7.87,7.07,2.72,7.19398873,39.97454827,100,1,3,1,4.259,High,12.00867641
19,10.28,4.68,5.08,,86.21664251,100,0,8,1,5.536,Medium,32.25277856
15,2.8,2.06,4.73,5.838041173,116.2426782,100,2,1,0,2.401,Medium,58.26167991
22,6.77,,2.35,7.902343016,33.38458144,100,2,3,1,3.3,High,-1.249705582
35,8.3,3.66,1.19,,77.72662715,93.81,3,2,1,5.153,Medium,3.013606473
26,10.29,8.69,2.95,9.052555174,271.929026,78.18,2,3,1,9.72,High,-4.636341442
26,9.83,4.77,3.32,7.441644233,299.5091218,98.73,1,4,1,9.279,Medium,10.55440277
19,4.77,4.23,5.03,5.571148202,84.51959316,100,2,8,0,2.696,Medium,33.82398725
21,11.41,5.35,7.32,7.854123618,239.6380845,100,2,8,1,7.829,High,63.95029906
18,3.24,2.83,0.29,4.504130001,284.6983131,95.2,2,2,0,6.973,Medium,-1.540663635
20,10.75,3.57,1.95,7.357497356,231.8629396,95.93,2,2,1,9.61,Medium,17.44956365
27,11.71,8.5,1.55,8.99932444,74.86280268,94.46,0,2,,6.97,High,12.64843203
34,3.77,2.33,4.02,4.789691376,172.7301434,100,2,3,0,4.199,Medium,43.46278516
29,9.22,5.41,3.44,7.224674832,235.5824377,100,2,2,1,7.998,High,28.29050535
17,2.4,1.04,5.83,6.883002056,289.5482006,100,1,8,0,5.171,Low,79.28479995
37,6.05,4.38,1.94,7.726849358,102.9373786,100,1,3,1,3.523,Medium,24.13384025
22,7.16,2.97,4.76,4.611009259,277.0498255,100,2,1,1,7.632,Medium,36.62497989
34,7.81,,7.07,6.638556848,49.3535118,,1,8,1,2.624,Medium,56.94190885
30,11.36,5.13,7.29,9.040721684,191.6544173,100,1,9,1,7.173,High,70.42376002
27,8.72,7.62,7.67,5.223093306,55.72357809,100,3,7,1,2.999,High,32.32840582
32,6.81,2.16,6.19,7.35626233,59.7768936,100,0,9,1,2.988,Medium,76.91029104
24,10.1,4.24,7.25,6.765161552,117.2890321,100,0,5,1,4.955,Medium,55.09643905
33,11.51,5.13,1.88,6.213879082,144.6800083,89.08,1,2,1,8.051,High,13.40617621
31,,1.22,1.58,6.696043682,251.893463,100,1,4,0,,Low,57.02036325
38,11.83,5.2,0.05,6.109087286,194.9539346,81.58,2,4,1,9.58,High,0.78315112
33,2.86,1.7,5.65,5.253430056,72.81778791,100,4,6,0,1.055,Low,77.94280186
37,10.14,8.35,7.5,8.985974034,148.7096115,100,0,9,1,6.32,High,48.19034102
19,4.8,3.49,1.5,8.367505646,287.3084422,100,1,2,0,7.65,Medium,17.7526982
35,3.32,2.15,5.1,4.457510398,288.6060857,100,3,9,0,6.09,Medium,67.91677416
37,6.4,2.26,5.97,6.776908102,42.27096659,100,0,7,1,1.889,Medium,69.14761408
23,8.44,6.05,7.42,8.501541894,112.7196881,,0,6,1,4.014,High,39.85233023
26,5.81,2.32,5.17,8.649051362,135.8257545,100,0,8,0,4.114,Medium,83.35283561
35,2.55,1.97,,9.156762324,309.5096092,100,2,4,0,,Low,101.1598362
15,,,2.76,9.043621091,147.1653558,100,0,1,0,,Medium,30.55663025
15,11.02,6.06,2.8,4.671894185,242.1706273,83.21,2,2,1,9.35,High,-0.120269806
29,5.83,2.97,4.34,8.792920258,34.81829324,100,1,2,,2.553,Medium,65.72824218
16,4.16,3.39,3.07,8.202535977,281.2978249,97.03,2,,0,6.919,Medium,34.11824354
36,6.43,2.42,0.01,6.077928066,34.20513177,100,2,4,1,4.092,Medium,17.32885647
30,2.48,1.59,5.85,6.520643789,19.89554546,100,3,9,0,0.005,Low,66.57502595
39,10.2,3.93,6.01,6.925724322,190.0848838,100,0,7,1,7.557,Medium,51.88232235
22,10.26,7.42,5.98,6.787639586,79.98857178,100,1,5,1,5.316,High,34.70376088
27,7.88,6.64,2.76,5.058860739,37.45297574,88.84,2,,1,4.212,High,0.046942494
35,8.295,3.1,4.18,,538.7402582,97.98,0,4,0,7.051,Medium,27.96666146
15,10,5.93,2.88,5.133867774,129.2064164,88,2,1,1,6.776,High,
30,7.55,6.47,0.13,5.802510606,221.8988387,83.53,0,1,1,8.156,High,2.251441228
21,10.26,6.29,4.5,6.506270211,21.28116504,100,2,3,1,4.44,High,25.81537468
19,8.31,4.92,0.99,7.319870963,186.4705626,93.77,1,2,1,7.338,,14.32433705
36,9.84,6.37,0.64,4.347598273,79.64132526,83.52,3,1,1,6.808,High,-5.851726348
37,7.99,5.7,6.04,8.385682763,190.8469124,100,1,8,1,5.363,High,46.49015906
17,6.14,2.24,0.08,8.309656492,121.7556472,100,1,3,1,5.366,Medium,17.66279196
26,11.58,9.18,7.67,8.866463236,183.6771486,100,2,7,1,7.569,High,30.56768107
30,7.41,4.16,4.12,8.709021785,214.0180239,100,0,4,1,6.629,Medium,47.96391936
33,8.05,2.76,7.86,4.160346073,89.07234539,100,4,5,1,3.687,Medium,
19,4.2,3.24,0.46,5.654030962,215.3349277,88.61,2,2,,5.942,Medium,
36,8.26,4.35,,4.494887257,133.8410017,96.42,4,1,1,5.209,Medium,19.77421213
39,7.72,2.78,2.79,8.871860362,245.9101989,100,2,1,1,7.603,Medium,44.60687556
28,3.85,2.62,6.75,5.765270073,244.4475161,100,3,7,0,5.26,Medium,68.13474014
19,2.6,2.15,2.89,6.899880781,80.88304448,100,2,3,0,2.253,Medium,25.73371968
29,8.04,6.69,2.08,8.081283974,175.9520401,85.28,2,2,1,6.996,High,4.822867023
31,,8.43,6.86,8.223498101,163.3632609,100,0,7,1,5.802,High,
,7.23,5.93,3,7.965953945,266.7248971,92.38,,3,1,7.895,High,18.88768824
34,4.27,1.29,0.13,7.041729875,94.43586475,100,0,4,0,4.036,Low,42.44889309
19,8.67,4.58,3.12,6.187801222,53.47759013,100,1,1,1,4.939,Medium,14.88742907
26,4.2,2.22,5.24,7.217430337,281.6175825,100,2,6,0,2.708,Medium,67.12013933
30,6.42,3.34,2.03,4.535643885,19.78927801,100,4,3,1,3.201,Medium,16.50006721
30,3.63,2.4,3.46,,58.00922124,100,1,3,0,1.697,Medium,54.86504906
35,3.84,2.55,0.45,5.992771915,240.4930892,97.47,2,1,0,6.305,Medium,26.28786918
21,4.02,2.09,4.7,4.022050849,245.3238329,100,3,2,0,,Medium,33.26326395
18,5.87,4.95,6.05,8.790178013,255.3826558,100,1,7,0,6.5,Medium,40.66201569
15,,1.51,3.31,7.169446412,236.5967837,100,0,4,0,4.802,Low,52.24953619
19,,3.46,3.36,8.267278967,,100,0,1,0,,Medium,54.22593924
37,10.68,6.4,0.71,8.180719285,178.2325173,98.26,0,1,1,4.947,High,8.499933377
24,6.83,4.07,1.62,8.772122613,140.7510665,100,2,2,1,5.749,Medium,28.24591183
36,5.83,2.37,1.24,4.230122703,258.3902179,98.71,2,1,0,7.703,Medium,
19,10.39,6.32,3.85,5.618933814,94.58338329,81.21,4,2,1,6.54,High,4.674391251
18,3.45,2.72,4.23,8.724197531,305.1613047,100,0,4,0,6.416,Medium,45.43406442
16,7.06,5.41,7.59,8.21481795,57.55362771,100,0,6,1,2.353,,86.80881195
34,2.62,2.03,0.59,6.358077589,,100,2,3,0,2.273,Medium,
24,2.71,1.96,4.8,6.718505126,82.00449351,100,2,2,0,1.735,Low,70.83963293
33,7.74,3.5,4.21,4.408854519,75.15228616,100,3,1,1,4.107,Medium,23.02902805
15,7.66,6.26,4.13,8.19148896,223.7625261,100,1,3,1,6.311,High,38.44789861
38,16.17,9.01,6.99,4.723059132,454.7179022,85.2,4,9,1,8.093,High,25.09529874
19,7.58,3.16,1.64,4.737549238,110.365909,100,4,2,1,5.198,,4.916798791
27,11.6,4.39,0.33,7.894231185,225.5373118,97.58,2,3,1,10.281,Medium,3.083395515
18,2.49,2.2,5.38,5.144068898,207.4550681,100,2,8,0,4.231,Medium,62.52052775
30,2.98,2.45,2.76,8.731066918,273.4503346,100,1,4,,5.602,Medium,54.74317263
38,2.44,2.04,0.14,4.012291172,270.6515268,93,2,4,0,,Medium,1.623212973
30,3.85,3.2,2.01,4.095128608,269.445592,98.55,3,1,0,6.782,Medium,8.400337087
37,7.41,4.63,2.47,5.789281891,172.6879361,92.71,2,2,1,6.464,Medium,20.64664762
16,8.46,5.82,4.93,6.473083045,191.1459202,98.12,2,,1,6.111,High,26.63357266
31,2.46,1.54,,5.373775483,300.3829503,100,3,2,0,,Low,19.15106689
34,,3.79,3.3,,213.216378,100,2,1,0,,Medium,32.83157521
38,,7.79,3.86,6.030299464,225.8696956,87.59,1,2,1,8.232,High,
26,4.97,3,3.67,8.027138256,259.8441616,100,2,1,0,,Medium,27.04714115
32,2.77,1.91,7.79,3.937269059,98.6438216,100,4,9,0,0.728,Low,68.83320358
17,3.7,2.23,0.36,8.600200345,127.722705,100,2,2,0,4.282,Medium,24.42377129
15,3.27,1.95,7.61,7.613864671,116.9738515,100,2,6,0,1.332,Low,99.43293688
15,3.23,1.3,4.66,5.480816912,163.2424618,100,3,2,0,3.257,Low,56.6692088
33,7.19,3.36,6.37,3.607868579,176.9156357,100,3,5,1,5.544,Medium,49.07702917
25,4.46,1.76,3.44,7.096655268,88.44483152,100,0,2,0,2.858,Low,63.52519467
19,5.58,2.33,3.63,5.124518451,217.3781841,100,2,1,0,6.281,Medium,40.01065137
26,11.9,10.52,7.03,5.48196531,127.5604185,83.1,3,6,1,6.181,High,22.18112839
17,8.84,3.46,7.17,4.960918383,196.3383687,100,4,8,1,6.089,Medium,58.02752504
15,11.49,,1.91,7.577572111,112.1026444,96.65,0,4,1,7.332,High,1.449976821
,3.43,2.24,1.59,6.9655956,236.5822048,100,2,2,0,6.138,Medium,23.1810583
22,5.82,3.88,3.97,4.044400114,137.855348,,3,4,0,4.959,Medium,12.01148087
24,7.55,2.96,7.2,6.818706268,216.5904837,100,1,8,1,5.915,Medium,63.62654136
25,2.77,2.15,2.58,7.677530234,193.6029008,100,1,2,0,4.571,Medium,41.0398727
26,2.04,1.57,5.22,3.838962954,70.95306468,100,4,7,,0.914,,55.06499445
27,8.7,3.85,5.67,9.386697667,233.6846426,100,2,6,1,6.949,Medium,75.8083023
26,8.42,3.98,6.23,6.81850462,,100,1,9,1,7.061,Medium,60.86416324
28,6.11,5.27,4.51,8.367254794,10.48227371,100,2,3,1,2.582,High,31.98019033
16,,5.49,3.22,4.929384721,75.64047355,97.72,4,2,0,,High,6.668469
33,6.15,4.42,7.74,8.430474097,180.3737527,100,1,9,1,4.393,Medium,
32,2.24,0.78,4.89,7.363297113,114.545858,100,2,1,0,2.273,Low,78.7857303
17,5.35,2.95,5.83,6.81680714,258.971968,100,1,8,0,5.426,Medium,66.32841011
37,,2.4,2.76,5.998323495,161.3942332,99.62,1,2,0,,Medium,12.01826425
31,2.98,1.23,5.36,3.764674069,269.7675467,100,4,9,0,5.842,Low,75.41535694
22,11.57,6.58,2.06,8.687684393,184.6139123,88.11,0,3,1,8.847,High,-0.169065417
24,7.99,5.28,1.96,7.049420983,323.566237,86.57,1,1,1,9.207,High,20.73750457
,9.29,4.61,5.72,4.847638168,246.0566815,100,3,5,1,7.869,Medium,24.64021101
33,5.15,3.96,4.17,3.735131137,147.9386305,98.47,4,3,0,4.244,Medium,9.535077328
23,5.93,4.77,5.47,4.027172374,264.7823988,95.86,3,9,0,7.104,Medium,24.78910176
21,,2.16,2.16,7.149733317,280.2544743,100,,4,0,,Medium,33.82564252
18,2.97,2.39,4.79,6.449220658,61.106157,100,1,4,0,1.148,Medium,64.63752409
35,3.79,1.37,3.55,6.548161637,167.9391638,,1,4,0,4.31,Low,63.62968621
32,9.98,8.01,4.78,6.14494036,152.3852172,74.67,,3,1,6.836,High,3.932751203
27,8.78,3.44,2.33,6.929102816,263.317103,100,0,3,1,9.271,Medium,29.71564009
25,7.47,,5.72,6.492259966,50.55088279,100,2,6,1,2.779,Medium,82.1317729
38,6.75,,6.45,4.083836338,76.3445001,100,4,5,1,2.98,Medium,48.5542277
18,11.22,6.54,2.08,,268.1541613,76.04,2,3,1,10.626,High,
39,2.73,2.31,2.4,4.035257384,39.82546223,100,4,3,0,1.745,Medium,
35,4.81,2.49,5.29,8.3478312,230.4238334,100,2,9,,5.418,Medium,81.86030305
39,5.5,2.6,5.56,7.546684609,159.5644185,100,2,7,0,4.422,Medium,46.13923653
18,9.82,5.9,5.63,8.505390459,131.5109223,100,0,8,1,5.641,High,21.42002921
24,11.93,6.84,5.46,5.617523342,121.1198428,100,4,7,1,6.227,High,21.68053641
19,4.41,2.23,3.14,8.014736501,112.0027567,100,0,1,0,3.003,Medium,62.30527462
23,10.74,7.69,3.16,6.849953289,97.0119395,90.54,2,4,1,6.122,High,4.823848629
38,10.31,7.79,2.04,5.968631611,250.3247372,73.16,0,4,1,9.363,High,-3.204509803
17,4.25,3.45,1.25,5.203527004,179.890778,99.13,2,3,0,5.15,Medium,15.63321171
31,5.99,5.29,5.54,8.456396653,301.2883366,100,0,8,0,7.193,High,48.18298743
17,6.1,2.81,0.75,8.69690181,321.1719999,93.9,0,1,1,8.765,Medium,19.12052587
30,11.78,8.6,7.5,5.271943759,94.10510352,97.78,4,9,1,5.38,,24.64475687
18,3.81,2.04,6.61,4.631615873,253.5813781,100,2,9,0,5.002,Medium,84.51425198
32,9.99,7.06,6.86,7.135351569,212.0229384,97.44,2,8,1,7.377,High,27.19157588
31,,3.13,7.25,8.905917373,269.4320395,100,1,7,0,5.535,Medium,84.22778916
21,9.31,8.34,3.27,7.619615791,184.3284858,83.54,1,4,1,7.314,High,7.959571408
38,6.2,4.57,6.77,5.257541373,98.27888641,100,4,8,1,3.409,Medium,59.33418438
37,7.78,6.78,1.26,5.483540205,16.74805469,86.98,2,2,1,4.072,High,-6.467768401
19,10.33,8.27,0.17,5.341096669,251.2317158,65.52,4,3,1,10.474,High,-5.721555034
26,,8.45,6.28,8.797141095,251.0914694,91.77,1,5,1,8.056,High,33.10961843
31,10.66,8.41,0.6,7.329201601,252.2563524,70.06,0,1,1,10.35,High,-9.086169312
37,2.6,1.5,7.91,7.169662941,112.2842009,100,2,6,0,0.807,Low,98.51332663
27,8.92,4.02,5.4,6.111552204,43.60681081,100,2,6,1,3.56,Medium,24.08110257
37,3.4,1.78,6.03,8.525394192,53.68396145,100,0,8,0,1.291,Low,76.50845847
,,1.92,1.97,7.660580839,237.6042745,100,1,3,1,7.429,Low,28.62415752
17,7.49,4.6,5.39,9.485473502,198.6971166,100,1,6,1,6.388,,66.45480367
23,6.03,3.64,0.35,6.769658932,292.8741314,90.21,0,3,1,8.89,Medium,-10.02722583
31,7.2,4.43,,8.206492943,229.6888112,100,0,2,1,,Medium,75.19270785
31,11.97,10.59,1.36,8.173308677,273.629783,57.26,0,3,1,11.377,High,
34,3.35,2.84,5.58,5.837901323,180.9838196,100,2,6,0,3.521,,87.47202465
30,8.75,3.47,1.8,,267.8447339,91.87,2,3,1,9.295,Medium,13.14704662
39,5.96,3.11,0.55,4.535147679,136.1325891,96.55,2,3,0,5.555,Medium,-0.102722005
